file_name,actual_transcription,pred_transcription,word_error_rate,character_error_rate
1249120_44188922_47265010.wav,There is pain in the muscles I do not know caused,"There is pain in the muscles, I do not know caused.",0.1818,0.0408
1249120_44188922_49011235.wav,When i get up i see my skin vague,"When I get up, I see my knees ache.",0.5556,0.3636
1249120_44188922_65865605.wav,My lungs feel heavy like they are filled with mucus,My lungs feel heavy like they are filled with mucus.,0.1,0.0196
1249120_44188922_72403928.wav,I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.,I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain.,0.0,0.0
1249120_44188922_72628605.wav,My knee is hurting so badly.,My knee is hurting so bad.,0.1667,0.0714
1249120_44188922_87700489.wav,Every time I look to left I feel a sharp pain in my neck.,Every time I look to the left I feel a sharp pain in my.,0.2143,0.1579
1249120_44194084_101287990.wav,My hair is falling out after I take a shower.,My hair is falling out after I take a shower.,0.0,0.0
1249120_44194084_102319210.wav,I feel joint pain every time I move,I feel joint pain every time I move.,0.125,0.0286
1249120_44194084_106877624.wav,When I force my eyes to view I have blurry vision.,"When I force my eyes to view, I have blurry vision.",0.0909,0.02
1249120_44194084_11548354.wav,i was travelling by ship and i feel dizzy.,I was traveling by ship and I feel dizzy.,0.3333,0.0714
1249120_44194084_14380548.wav,When I played football I dislocated my shoulder,"When I played football, I dislocated my shoulder.",0.25,0.0426
1249120_44194084_21837810.wav,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?",I have a blurry vision and I can't see in the darkness. What is the reason doctor?,0.3158,0.0595
1249120_44194084_23344116.wav,"I am always cold, even when I am wearing layers",I am always cold even when I am wearing layers.,0.2,0.0426
1249120_44194084_23561131.wav,I had an accident and my wound was open when I arrived to hospital,I had an accident and my wound was open when I arrived to hospital.,0.0714,0.0152
1249120_44194084_30706560.wav,I have a hard muscle pain since i went to the gym,I have a hard muscle pain since I went to the gym.,0.1667,0.0408
1249120_44194084_33388678.wav,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,0.0,0.0
1249120_44194084_36071243.wav,"redness, swelling, and difficulty walking","Redness, swelling and difficulty walking.",0.6,0.0732
1249120_44194084_38897026.wav,I do not know why I feel cold,I don't know why I feel cold.,0.375,0.1034
1249120_44194084_42535299.wav,My knees swell right below the knee cap and hurt when I put weight on them.,My knees swell right below the knee cap and hurt when I put weight on them.,0.0,0.0
1249120_44194084_44797818.wav,I have cloudy eyes,I have cloudy eyes.,0.25,0.0556
1249120_44194084_57451169.wav,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.,0.0,0.0
1249120_44194084_60307790.wav,I got acne when I ate chili,I got acne when I ate chili.,0.1429,0.037
1249120_44194084_63274838.wav,My entire body is freezing.,My entire body is freezing.,0.0,0.0
1249120_44194084_64350531.wav,I feel very hard to breathe,I feel very hard to breathe.,0.1667,0.037
1249120_44194084_66799562.wav,i have muscle pain at my left leg.,I have muscle pain in my left leg.,0.25,0.0882
1249120_44194084_73260076.wav,It is like I have a needle pushing through my heart.,It is like I have a needle pushing through my heart.,0.0,0.0
1249120_44194084_75430110.wav,I had alot of exercise yesterday so i feel sharp muscle pains,I had a lot of exercise yesterday so I feel sharp muscle pains.,0.3333,0.0492
1249120_44194084_76179803.wav,The area around my heart doesn't feel good.,The area around my heart doesn't feel good.,0.0,0.0
1249120_44194084_78425142.wav,"I feel a pain on the left side of my chest, where my heart is",I feel a pain on the left side of my chest where my heart is.,0.1333,0.0328
1249120_44194084_78628508.wav,my abdominal muscles have great pain since i was at GYM,My abdominal muscles have great pain since I was at gym.,0.2727,0.1091
1249120_44194084_82467491.wav,when i extend my leg there is pain in knee joint,"When I extend my leg, there is pain in the knee joint.",0.4545,0.1667
1249120_44194084_84444846.wav,I have a great stomach ache and i can't eat any thing,I have a great stomach ache and I can't eat anything.,0.25,0.0566
1249120_44194084_84873413.wav,i have pain but i can't specify place,I have pain but I can't specify place.,0.375,0.0811
1249120_44194084_86305259.wav,I cannot breathe because of this dull ache below my left shoulder.,I cannot breathe because of this dull ache below my left shoulder.,0.0,0.0
1249120_44194084_90297861.wav,I feel a pain in my back when I sit on a chair for long.,I feel a pain in my back when I sit on a chair for long.,0.0,0.0
1249120_44194084_96884094.wav,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,0.0,0.0
1249120_44194084_99534522.wav,"Had I stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel.",Had I stepped on a needle. It wouldn't have hurt so much like this damned spur in my heel.,0.1579,0.0333
1249120_44197979_101179113.wav,I have some pain when i'm walking around my knees,I have some pain when I am walking around my knee.,0.3,0.0816
1249120_44197979_10146538.wav,I cut myself and I'm bleeding.,I cut myself and I'm bleeding.,0.0,0.0
1249120_44197979_101938772.wav,"My hair is coming out in chunks, especially when I wash it","My hair is coming out in chunks, especially when I wash.",0.1667,0.0517
1249120_44197979_105003496.wav,There are lots of hairs on my pillow in the morning.,There are a lot of hair on my pillow in the.,0.4545,0.2308
1249120_44197979_10689366.wav,I have a head pain every single day.,I have a head pain every single day.,0.0,0.0
1249120_44197979_109954671.wav,When I get out of bed in the morning my body feels very weak.,"When I get out of bed in the morning, my body feels very weak.",0.0714,0.0164
1249120_44197979_13841335.wav,When I play sports  I have some burning sensation in my spine,"When I play sports, I have some burning sensation in my spins.",0.1667,0.0492
1249120_44197979_15645117.wav,My foot hurts and I can't turn it.  Maybe it's broken.,My foot hurts and I can't turn it. Maybe it's broken.,0.0,0.0185
1249120_44197979_16640086.wav,I have a dull ache in my stomach.  It gets worse after I eat.,I have a dull acne in my stomach. It gets sore after I eat.,0.1429,0.0656
1249120_44197979_16652752.wav,My knee doesn't want to bend well.,My knee doesn't want to bend. Well.,0.2857,0.0588
1249120_44197979_17790138.wav,In the morning my respiration is loud.,In the morning. My respiration is loud.,0.2857,0.0526
1249120_44197979_20013077.wav,I was very active in sports but now my body is feeling pain.,I was very active in sports but now my body is feeling pain.,0.0,0.0
1249120_44197979_20569127.wav,"I can't hear out of my ear properly, I feel like there is something in it causing irritation.",I can't hear out of my air properly. I feel like there is something and its cause a recession.,0.3889,0.1613
1249120_44197979_20977118.wav,I can hardly move my neck.  It hurts.,I can hardly move my neck. It hurts.,0.0,0.027
1249120_44197979_23991689.wav,I have a sharp pain in my lower stomach.,I have a sharp pain in my lower.,0.2222,0.2
1249120_44197979_24171259.wav,It feels like my heart is going to leap out of my body. It hurts.,It feels like my heart is going to leap out of my body too.,0.2,0.1231
1249120_44197979_24602195.wav,I'm having a hard time hearing.,I am having a hard time hearing.,0.3333,0.0645
1249120_44197979_25913472.wav,There is a tingling sensation in my neck.,There is a tingling sensation in my neck.,0.0,0.0
1249120_44197979_28613717.wav,I have shooting pains up and down my back.,I have shooting pains up and down my back.,0.0,0.0
1249120_44197979_28707699.wav,I have a sharp pain in my abdomen.,I have a sharp pain in my abdomen.,0.0,0.0
1249120_44197979_32298536.wav,is my cut infected or just healing?,Is my cut infected or just healing?,0.1429,0.0286
1249120_44197979_33751084.wav,My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.,My knee feels weak and it give way the other day at the top of the stair. Luckily there was a rail to hold on to.,0.0769,0.0261
1249120_44197979_34315354.wav,Mr hair is falling out just by combing it.,My hair is falling out just by combing it.,0.1111,0.0238
1249120_44197979_36600706.wav,My heart is pumping fast and I'm having a hard time to breath.,My heart is pumping fast and I am having a hard time to breathe.,0.2308,0.0484
1249120_44197979_37064130.wav,I think there's fluid in my ears.,I think there's fluid in my ear.,0.1429,0.0303
1249120_44197979_39096146.wav,I hit myself and the would doesn't want to heal,I hit myself and the wood doesn't want to heal.,0.2,0.0638
1249120_44197979_39556611.wav,After eating  I have burning sensation inside of me.,After eating I have burning sensation inside of me.,0.0,0.0192
1249120_44197979_41621256.wav,"Even if the temperature is high in the house,  my body is always cold","Even if the temperature is high in the house, my body is always cold.",0.0714,0.029
1249120_44197979_44219331.wav,My acne is really embarassing. It's so read.,"My acne is really embarrassing. It's so, we.",0.375,0.1136
1249120_44197979_44403240.wav,I have the impression of having no strength in my body,I have the impression of having no strength in my body.,0.0909,0.0185
1249120_44197979_45397169.wav,I have constant stomach pain and bloating.,I have constant stomach pain and bloating.,0.0,0.0
1249120_44197979_47304903.wav,My sore isn't healing well and it's been like this for two weeks.,My sore is not healing well and it's been like this for two weeks.,0.1538,0.0308
1249120_44197979_49597906.wav,My head hurts in the back and the pain lasts all day.,My head hurts in the back and the pain lasts all.,0.1667,0.0755
1249120_44197979_51659394.wav,I have a rash and it itches very bad.,I have a rash and it eats very bad.,0.1111,0.1351
1249120_44197979_54284586.wav,I feel really sad all the time.,I feel really sad all the time.,0.0,0.0
1249120_44197979_54337120.wav,"My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep.",My husband left me from another woman. My heart hurt so badly to the point I can't eat or.,0.3,0.1146
1249120_44197979_55734126.wav,When i'm driving my eyes see in double,"When I'm driving, my IC is in double.",0.625,0.2632
1249120_44197979_57390405.wav,I have some terrible problems when i'm breathing during the night.,I have some terrible problems when I am breathing during the nights.,0.2727,0.0606
1249120_44197979_57846774.wav,I have pain in my chest that saddens me.,I have pain in my chest that saddens me.,0.0,0.0
1249120_44197979_58095075.wav,It itches inside my ears.,It ditches inside my ears.,0.2,0.04
1249120_44197979_58181708.wav,My heart feels like it's going to explode.,My heart feels like it's going to explode.,0.0,0.0
1249120_44197979_59418827.wav,Is pimples a skin disease?,"Is pimples, a skin disease.",0.4,0.0769
1249120_44197979_60646664.wav,When I eat sugar I notice my vision blurs.,"When I eat sugar, I notice my vision blurred.",0.2222,0.0952
1249120_44197979_63101594.wav,Something dark is there on my arm,Something dark is there on my arm?,0.1429,0.0303
1249120_44197979_64673870.wav,I can't turn my neck to the left without feeling a stabbing pain,I can't turn my neck to the left without feeling a stabbing pain.,0.0769,0.0156
1249120_44197979_65618217.wav,I get chills and aches all over.,I get chills and acnes all over.,0.1429,0.0312
1249120_44197979_65625118.wav,"After playing tennis,  I had a powerful sensation close to my neck","After playing tennis, I had a powerful sensation close to my neck.",0.0833,0.0303
1249120_44197979_66969521.wav,I cannot get warm no matter how much I wrap up or how high I put the heating on,I can't get warm no matter how much I wrap or how I put the heating on.,0.2105,0.1392
1249120_44197979_67157406.wav,My hair is falling out in bunches.,My hair is falling out in B.,0.1429,0.2059
1249120_44197979_68219301.wav,My shoulder hurts when I try to reach something above my head.,My shoulder hurts when I try to reach something above my hand.,0.0833,0.0323
1249120_44197979_69352124.wav,I knocked my foot and it really hurts.,I knocked my foot and it really hurt.,0.125,0.0263
1249120_44197979_73991480.wav,Even though I'm an adult my face keeps breaking out in pimples.,"Even though I am an adult, my fate came to breaking out in pimples.",0.5,0.1587
1249120_44197979_75966548.wav,When I'm tired I feel my head heavy,"When I'm tired, I feel my heart.",0.375,0.2286
1249120_44197979_76013119.wav,I have a scab on the back of my hand that just won't go away.,I have a scab on the back of my hand that just won't go away.,0.0,0.0
1249120_44197979_76321767.wav,I have a cut that is red and swollen.,I have a cut that is red and swollen.,0.0,0.0
1249120_44197979_79023640.wav,My skin is very dry and peeling.,My skin is very dry and peel.,0.1429,0.0938
1249120_44197979_80062945.wav,I have a dull ache in  my lower back which makes it difficult to move,I have a dull latch in my lower back which makes it difficult to move.,0.1333,0.0725
1249120_44197979_80721411.wav,There's swelling in my neck and it hurts.,They are swelling in my neck and it hurts.,0.25,0.122
1249120_44197979_82186125.wav,My sore looks like its not healing well.,My sore looks like I'm not healing well.,0.125,0.075
1249120_44197979_83243623.wav,I hit my head at the basketball game.  Could I have a concussion?,I hit my head at the basketball game. Could I have a concussion?,0.0,0.0154
1249120_44197979_83749143.wav,My ear is ringing.,My air is ringing.,0.25,0.1111
1249120_44197979_85270905.wav,When i'm doing sport I have pain under my skin,"When I'm doing sport, I have pain under my skin.",0.3,0.0652
1249120_44197979_92132061.wav,I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate.,"I have a pain that radiates up from my right hip to my rib cage. It is that it was when, if.",0.2609,0.1584
1249120_44197979_93192537.wav,My knees seem to grind as I go up or down stairs.,My knees seem to grind as I go up and downstairs.,0.25,0.0816
1249120_44197979_93597396.wav,When I eat too much sugar my body gets weak and dizzy.,"When I eat too much sugar, my body gets weak and dizzy.",0.0833,0.0185
1249120_44197979_96903123.wav,My acne itches and oozes.,"My A, me, it's an O.",1.0,0.56
1249120_44197979_99361949.wav,My stomach feels full and upset  and bloating after big meals.,My stomach feels full and upset and bloating after weakening.,0.1818,0.1613
1249120_44220382_102604190.wav,My knees swell right below the knee cap and hurt when I put weight on them.,"My knees, well, right below the kneecap and hurt when I put weight on them.",0.25,0.0533
1249120_44220382_103725302.wav,I had alot of exercise yesterday so i feel sharp muscle pains,I had a lot of exercise yesterday so I feel sharp muscle pains.,0.3333,0.0492
1249120_44220382_104802531.wav,I lose a lot of my hair,I lose a lot of my hair.,0.1429,0.0435
1249120_44220382_106653870.wav,I'm not good i'm feeling so cold,I'm not good. I'm feeling so cold.,0.4286,0.0938
1249120_44220382_10727042.wav,i have pain but i can't specify place,I have been but I can't specify please.,0.5,0.2162
