File,Transcription,Subset_Name
1249120_13842059_51065552.wav,{'text': ' I am having problems seeing things. Feel like a cloud on my eyes. Everything is blurry.'},subset
1249120_15004831_53846275.wav,{'text': ' I had a cold the last time I traveled by plane and I still have a discomfort in my ears.'},subset
1249120_17632529_72713426.wav,{'text': ' I feel a huge emotional pain after I broke up with my girlfriend.'},subset
1249120_2171654_57630650.wav,"{'text': "" I feel something hurt me in taking breath and I can't take my breath.""}",subset
1249120_15004831_85662551.wav,{'text': ' I feel pain in my neck.'},subset
1249120_15004831_19178925.wav,{'text': ' My foot hurts me a lot of playing football.'},subset
1249120_6338946_52491866.wav,{'text': ' There are some pimples on my face that bother me a lot.'},subset
1249120_1853182_70597499.wav,{'text': ' My body feels weak and I tried to make it relax but it still pains me.'},subset
1249120_1853182_36093484.wav,{'text': ' I have a blurry vision since I woke up this morning. What could be the reason?'},subset
1249120_15004831_75104127.wav,{'text': ' I feel congestion in my chest.'},subset
1249120_15004831_95054458.wav,{'text': ' The pain in my ear is unbearable.'},subset
1249120_14353703_21660925.wav,{'text': ' My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puppy oozing.'},subset
1249120_2171654_84541043.wav,{'text': ' It is like I have a needle pushing through my heart.'},subset
1249120_2171654_22578521.wav,{'text': ' I usually have a bad cough when I get flu.'},subset
1249120_15965551_82673379.wav,{'text': ' I usually have a bad cough when I get flu.'},subset
1249120_13842059_65679587.wav,{'text': ' I had a collision while playing soccer. My knee buckled and now is unstable.'},subset
1249120_6338946_44891510.wav,{'text': ' After playing football I have muscle pain with both my legs'},subset
1249120_15004831_90291037.wav,"{'text': "" I cut my hand a couple of days ago and although I didn't think I needed it stitched, it hasn't closed up.""}",subset
1249120_14353703_42273436.wav,{'text': ' Every time I comb my hair there are so many hair in my comb'},subset
1249120_2171654_48514077.wav,{'text': ' My shoulder has a great pain.'},subset
1249120_13842059_42512507.wav,{'text': ' I feel a pain in my neck.'},subset
1249120_17632529_47778782.wav,{'text': ' I used to have acne when I was 15 years old.'},subset
1249120_2171654_109407598.wav,"{'text': "" Belle's skull is cracked like nuts.""}",subset
1249120_15004831_88949400.wav,{'text': ' I get terrible headaches every few months and when I get them my vision is affected.'},subset
1249120_13842059_71224787.wav,{'text': ' This long scar on my left buttocks is from falling off my mountain bike.'},subset
1249120_1853182_67830309.wav,{'text': ' I hate my acne.'},subset
1249120_1853182_31786018.wav,{'text': ' Heavy breath with fatigue.'},subset
1249120_6338946_41985736.wav,{'text': ' The knee feels like it rusted and I suddenly cannot bend it anymore'},subset
1249120_15830408_57089351.wav,"{'text': "" My neck is annoying me, I can't sleep because of it.""}",subset
1249120_14353703_18061815.wav,{'text': ' I have terrible pain in my heart.'},subset
1249120_1853182_24371252.wav,{'text': ' My name is'},subset
1249120_6338946_65675543.wav,{'text': ' My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.'},subset
1249120_13842059_25097031.wav,{'text': ' I feel a lot of pain in the joints.'},subset
1249120_2171654_12812436.wav,{'text': ' I get knee pain when I walk a lot.'},subset
1249120_14353703_46447461.wav,{'text': ' My shoulder has a great pain'},subset
1249120_14353703_11074766.wav,{'text': ' I do not know why I feel cold.'},subset
1249120_17632529_28040077.wav,{'text': ' I do not feel better in my muscles.'},subset
1249120_13842059_99243745.wav,{'text': ' discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen.'},subset
1249120_6338946_100858969.wav,{'text': ' I have issue with my skin.'},subset
1249120_6338946_50603602.wav,{'text': ' My lungs feel heavy like they are filled with mucus.'},subset
1249120_2171654_84934574.wav,{'text': ' I have terrible pain in my heart.'},subset
1249120_6338946_65481866.wav,{'text': ' Surgical wound infections.'},subset
1249120_2171654_40696122.wav,{'text': ' I had an accident and my wound was open when I arrived to hospital.'},subset
1249120_6338946_47713512.wav,{'text': ' I fell through a window while I was cleaning it and I have a shard of glass stuck in my left eye. I think it is pretty serious. Please help.'},subset
1249120_6338946_98107593.wav,{'text': ' When I tried to be warm and wear more clothes I found that I was still cold'},subset
1249120_6338946_66648466.wav,{'text': ' I feel a sharp pain in my head when I think too hard.'},subset
1249120_6338946_27206977.wav,"{'text': ' I carried a heavy bag yesterday and when I get up today, I felt a great shoulder pain.'}",subset
1249120_17632529_72258077.wav,{'text': ' I have a throbbing in my joints.'},subset
1249120_14353703_23465450.wav,"{'text': "" I don't do anything at home and I still feel exhausted.""}",subset
1249120_2171654_11877331.wav,{'text': ' I feel muscle pain every time I make an extra effort.'},subset
1249120_15965551_63975814.wav,{'text': ' My hair is falling out after I take a shower.'},subset
1249120_1853182_87966641.wav,{'text': ' My son had his lip pierced and it is swollen and the skin inside on his lip is gray and looks infected.'},subset
1249120_13842059_19800134.wav,"{'text': ' When I brush my hair, I notice big clumps of hair coming out in the brush.'}",subset
1249120_14353703_32651672.wav,"{'text': "" I have a great stomach ache and can't eat anything.""}",subset
1249120_1853182_13373036.wav,"{'text': ' I walk every day, but now I get short of breath after going only a short way.'}",subset
1249120_6338946_32528486.wav,{'text': ' My knee is hurting so badly.'},subset
1249120_13842059_91420763.wav,{'text': ' I have a paint in my traps.'},subset
1249120_15830408_92962528.wav,"{'text': "" The area around my heart doesn't feel good.""}",subset
1249120_6338946_71387965.wav,"{'text': ' When I think of my parents, I feel pain.'}",subset
1249120_1853182_23449156.wav,{'text': ' My chest break out with red pimples and white heads.'},subset
1249120_2171654_72702596.wav,{'text': ' My calves feel like they are tight as knots and are throbbing.'},subset
1249120_6338946_40270934.wav,{'text': ' I have pimples on my back.'},subset
1249120_15830408_94161309.wav,{'text': ' It is like I have a needle pushing through my heart.'},subset
1249120_1853182_67549547.wav,{'text': ' I have a sharp pain in my neck.'},subset
1249120_15830408_23699319.wav,{'text': ' My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.'},subset
1249120_13842059_42977059.wav,{'text': ' I feel like I went to an acupuncture practice and had a hundred needles in my shoulder.'},subset
1249120_15004831_105267523.wav,{'text': ' I get clusters of pimples on my face that never go away.'},subset
1249120_6338946_43979955.wav,{'text': ' The severe pain in the stomach I feel.'},subset
1249120_14353703_87680860.wav,"{'text': "" I don't have full range of motion with my arms.""}",subset
1249120_6338946_60974534.wav,"{'text': "" My body feels weak and I think that my face is fade and I can't sleep well.""}",subset
1249120_13842059_39765754.wav,{'text': ' The acne was causing me to feel embarrassed.'},subset
1249120_6338946_13743770.wav,{'text': ' Is there a cure for cancer?'},subset
1249120_6338946_93790761.wav,{'text': ' My knee hurts when I play squash.'},subset
1249120_17632529_36682898.wav,{'text': ' I feel pain in my stomach.'},subset
1249120_1853182_65648360.wav,"{'text': "" My neck hurts me and I can't look down or up.""}",subset
1249120_6338946_99780649.wav,{'text': ' I wake up at night feeling cold.'},subset
1249120_13842059_21818546.wav,{'text': ' I sliced myself deeply with a knife while I was cooking.'},subset
1249120_6338946_99675257.wav,"{'text': "" I've always been very active, but now I just don't have the strength or energy to go for even a short walk.""}",subset
1249120_17632529_24541156.wav,{'text': ' I have a dry throat.'},subset
1249120_13842059_75126953.wav,{'text': ' My skin is itching.'},subset
1249120_13842059_83673903.wav,"{'text': "" I can't move my leg, there is a pain in the joint.""}",subset
1249120_6338946_42600414.wav,"{'text': ' There is pain in the muscles, I do not know caused.'}",subset
1249120_2171654_90588092.wav,{'text': ' I felt my heart hurts when I ran for a long distance.'},subset
1249120_15004831_109583467.wav,{'text': ' My heart hurts me.'},subset
1249120_17632529_30619661.wav,"{'text': "" I feel pain in my neck while I'm working.""}",subset
1249120_17632529_10666453.wav,{'text': ' I have difficulty in breathing in crowded places.'},subset
1249120_15965551_20749336.wav,{'text': ' I have blurry vision after I used a wrong medicine.'},subset
1249120_1853182_43475712.wav,{'text': ' I do not feel better in my muscles.'},subset
1249120_15004831_97118440.wav,{'text': ' My hair falling out.'},subset
1249120_14353703_93481996.wav,{'text': ' I have acne in my face and other problems in my derma like itching.'},subset
1249120_1853182_27132703.wav,{'text': ' I feel dizzy after severe diarrhea.'},subset
1249120_15004831_16727782.wav,"{'text': ' I was diagnosed with B12 deficiency anemia, which explains why I always felt cold.'}",subset
1249120_17632529_62603800.wav,{'text': ' I could not exercise because of my knee pain.'},subset
1249120_15965551_30586097.wav,{'text': ' My lower back hurts but it improves if I stretch it.'},subset
1249120_1853182_14886599.wav,{'text': ' I feel headache.'},subset
1249120_15830408_93635039.wav,"{'text': ' Every time I comb my hair, there are so many hair in my comb.'}",subset
1249120_1853182_55592493.wav,{'text': ' My acne gets worse when it is hot.'},subset
1249120_1853182_77811398.wav,{'text': ' I feel a pain in my stomach.'},subset
1249120_14353703_55737772.wav,{'text': ' I feel weak all over.'},subset
1249120_6338946_86910481.wav,"{'text': ' Every time I look to left, I feel a sharp pain in my neck.'}",subset
1249120_15004831_10233205.wav,"{'text': "" When I move my shoulder, it's like lightning is being sent through my shoulder.""}",subset
1249120_1853182_87286693.wav,{'text': ' I feel a huge emotional pain after I broke up with my girlfriend.'},subset
1249120_1853182_105033949.wav,{'text': ' I break out on my face very frequently.'},subset
1249120_2171654_18050686.wav,"{'text': ' When I force my eyes to view, I have blurry vision.'}",subset
1249120_6338946_50763375.wav,"{'text': "" When I stand up, I feel like I'm going to fall down instantly.""}",subset
1249120_17632529_28083657.wav,{'text': ' I have throbbing in my shoulder.'},subset
1249120_1853182_33011030.wav,{'text': ' I feel like the room is spinning.'},subset
1249120_13842059_28742137.wav,{'text': ' My television and computer seem out of focus even though I have new glasses.'},subset
1249120_1853182_68980426.wav,{'text': ' I used to have acne when I was 15 years old.'},subset
1249120_1853182_21869573.wav,{'text': ' I have a dry throat.'},subset
1249120_13842059_39081294.wav,{'text': ' My hair is falling when I am combing it.'},subset
1249120_6338946_24164873.wav,{'text': ' I hardly have enough strength to get up.'},subset
1249120_14353703_91022917.wav,{'text': ' I feel muscle pain every time I make an extra effort.'},subset
1249120_15004831_85268007.wav,{'text': ' I have pimples and patches along with a lot of redness on my face.'},subset
1249120_13842059_20699980.wav,{'text': ' My heart hurts when I exercise.'},subset
1249120_17632529_63897766.wav,{'text': ' I feel a soreness in my knees when I walk.'},subset
1249120_2171654_63059993.wav,"{'text': ' When I stand up too quickly, I start to feel dizzy and lightheaded.'}",subset
1249120_15004831_85768892.wav,{'text': ' I have a break pain in my thorax from harp injury.'},subset
1249120_14353703_97034137.wav,{'text': ' I started taking swimming lessons and I guess I swallowed too much water through my nose because the cyanitis is killing me now.'},subset
1249120_1853182_95429596.wav,{'text': ' I feel weak.'},subset
1249120_6338946_35065921.wav,"{'text': "" My back hurts me and I can't bend it or walk.""}",subset
1249120_15004831_21767792.wav,"{'text': "" I can't breathe.""}",subset
1249120_1853182_104082860.wav,{'text': ' I have a cold and it makes me cough a lot.'},subset
1249120_2171654_88522717.wav,"{'text': "" I have a blurry vision and I can't see in the darkness. What is the reason, doctor?""}",subset
1249120_6338946_44801358.wav,"{'text': "" I can't stop coughing.""}",subset
1249120_15004831_68744262.wav,"{'text': "" I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex-husband.""}",subset
1249120_6338946_49284776.wav,{'text': ' I have internal pain whenever I come down with a cold.'},subset
1249120_13842059_21836537.wav,{'text': ' I feel cold.'},subset
1249120_1853182_104662580.wav,"{'text': ' When I was young, I had an injury from sports in my knee.'}",subset
1249120_1853182_60001265.wav,{'text': ' My grandson cut his foot on a seashell in the ocean and now the foot is turning gray and is puffy.'},subset
1249120_6338946_15070996.wav,{'text': ' I feel heart pain when I walk a lot.'},subset
1249120_6338946_13298292.wav,"{'text': "" You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously.""}",subset
1249120_2171654_64203995.wav,{'text': ' I have a pain in my stomach.'},subset
1249120_1853182_75011889.wav,{'text': ' My back got injured while I was at the gym.'},subset
1249120_17632529_14316206.wav,{'text': ' I feel increased heart rate with Prick.'},subset
1249120_17632529_20430895.wav,{'text': ' I have a pain in my stomach.'},subset
1249120_1853182_36225218.wav,{'text': ' My head gets dizzy when I try to get up.'},subset
1249120_15830408_33860008.wav,"{'text': "" Sometimes when it's cold outside my face hurts especially around the pimples that are ready to pop.""}",subset
1249120_15830408_15899103.wav,{'text': ' When I stand up too quickly I start to feel dizzy and light headed.'},subset
1249120_15965551_50224784.wav,{'text': ' My entire body is freezing.'},subset
1249120_14353703_109462228.wav,"{'text': ' When I force my eyes to view, I have blurry vision.'}",subset
1249120_13842059_105045085.wav,"{'text': "" The pain feels like it's right below the skin.""}",subset
1249120_2171654_67896312.wav,{'text': ' I was watching TV and suddenly have blurry vision.'},subset
1249120_15830408_67503671.wav,{'text': ' I got acne when I ate chilli.'},subset
1249120_2171654_26219012.wav,{'text': ' My chest acne breaks out and never clears up.'},subset
1249120_15004831_60887727.wav,{'text': ' I was kicked in the head playing soccer last night.'},subset
1249120_13842059_30159617.wav,{'text': ' My foot hurts me a lot playing football.'},subset
1249120_1853182_86907652.wav,"{'text': "" They're pain in my foot.""}",subset
1249120_15830408_105973088.wav,"{'text': "" I have a great stomachache and I can't eat anything.""}",subset
1249120_2171654_61628879.wav,"{'text': "" I have a great stomach ache and I can't eat anything.""}",subset
1249120_2171654_20198863.wav,"{'text': "" I don't have full range of motion with my arms.""}",subset
1249120_17632529_46567614.wav,"{'text': "" I can't rotate my neck.""}",subset
1249120_2171654_54633164.wav,{'text': ' I got acne when I ate chili.'},subset
1249120_1853182_97701404.wav,{'text': ' His infected wound was beginning to rot.'},subset
1249120_13842059_44664241.wav,{'text': ' I have a cut that has become red and oozes pus.'},subset
