file_name,Transcription,phrase,merged_prompt,word_error_rate,character_error_rate
1249120_44259428_75102963.wav, i cut my hand a couple of years ago and also i didnt think i needed to see it it hasnt closed up,i cut my hand a couple of days ago and although i didnt think i needed it stitches it hasnt closed up,Wound and injury,0.2273,0.1782
1249120_44259428_72865674.wav, my eyes fall when i stretch,my arm hurts when i stretch,Muscle and joint pain,0.3333,0.3704
1249120_44259428_31222743.wav, my body feels weak and i try to make it feel less but it still feels tiny,my body feels weak and i tried to make it relax but it stills pain me,General weakness,0.375,0.3043
1249120_44259428_72249048.wav, i break out on my face very frequently,i break out on my face very frequently,Hair and skin issues,0.0,0.0263
1249120_44259428_59884279.wav, i have a blood vision during my swimming training in the pool why,i have a blurry vision during my swimming training in the pool why,Sensory issues,0.0769,0.0758
1249120_44259428_26033114.wav, his effective run was beginning to drop,his infected wound was beginning to rot,Wound and injury,0.4286,0.2821
1249120_44259428_105786249.wav, i feel a burning sensation in my shoulder muscles,i feel a burning sensation in my shoulder muscle,Muscle and joint pain,0.1111,0.0417
1249120_44259428_108958575.wav, im feeling cold so im gonna finish high,i m feeling cold though the temperature is high,Feeling cold/hot,0.6667,0.4681
1249120_44259428_65420088.wav, i feel pain when i think of her,i feel pain when i think of her,Emotional and mental health,0.0,0.0323
1249120_44259428_54344716.wav, i feel the heat of emotional pain as the local will make it free,i feel a huge emotional pain after i broke up with my girlfriend,Emotional and mental health,0.7692,0.5312
1249120_44259428_106881229.wav, i go everywhere but now i get tired of this after going only a short way,i walk every day but now i get short of breath after going only a short way,,0.2941,0.28
1249120_44259428_102515958.wav, when i was young i had an injury from a spore in my knee,when i was young i had an injury from sports in my knee,Wound and injury,0.1538,0.0909
1249120_44259428_16757387.wav, i fit this cloth or drug oil the body in general,i feel discomfort throughout the body in general,General weakness,0.75,0.375
1249120_44259428_108575544.wav, my next boost is,my neck feels stiff,"Neck, back or spinal issues",0.75,0.6316
1249120_44259428_71308387.wav, any past running or thereafter an injury or exercise,annoyance starts suddenly often after an injury or exercise,Leg and foot pain,0.5556,0.3729
1249120_44259428_107932197.wav, i cant update my net,i cant rotate my neck,"Neck, back or spinal issues",0.4,0.2857
1249120_44259428_36852781.wav, i got a divorce last year and i just cant stop drawing on how to get revenge on my exhusband,i got a divorce last year and i just cant stop dwelling on how to get revenge on my ex husband,Emotional and mental health,0.1429,0.0638
1249120_44259428_52976378.wav, my back hurts so much i cant bend down to thin my shoelace,my back hurts so much i cant bend down to tie my shoelaces,"Neck, back or spinal issues",0.1538,0.069
1249120_44259428_54047497.wav, im having a heart attack because the nerves are all fussy,im having a hard time reading because the letters are all fuzzy,Sensory issues,0.4167,0.3175
1249120_44259428_103086666.wav, i cant carry anything i have a pain in my shoulder,i cant carry anything i have a pain in my shoulder,Shoulder pain,0.0,0.02
1249120_44259428_52926868.wav, have a great week everyone,heavy breath with fatigue,Emotional and mental health,1.25,0.68
1249120_44259428_32632229.wav, i feel pain in my hand when i wake up,i feel pain in my heart when i wake up,Chest pain,0.1,0.1053
1249120_44259428_61618701.wav, my head gets messy when i try to get up,my head gets dizzy when i try to get up,Dizziness and vertigo,0.1,0.1282
1249120_44259428_17570271.wav, i traveled by plane a few days ago and this time getting landing my airbomane cloth and tennis shoes,i travelled by plane a few days ago and this time during landing my ears remained clogged and painful,Sensory issues,0.3684,0.2871
1249120_44259428_107372342.wav, i feel headache,i feel head ache,,0.5,0.125
1249120_44259428_46527054.wav, i have not click on my phone that will not heal,i have a split on my thumb that will not heal,Wound and injury,0.2727,0.2667
1249120_44259428_20551217.wav, i have difficulty moving my neck,i have difficulty moving my neck,"Neck, back or spinal issues",0.0,0.0312
1249120_44259428_57761508.wav, i came in peace i have not had a cough,i cant sleep i have a hard cough,Respiratory issue,0.75,0.5
1249120_44259428_51361064.wav, it is hard to breathe when i am in the underground metro station why,it is hard to breath when i am in the underground metro station why,,0.0714,0.0299
1249120_44259428_50914735.wav, i feel like today going to stand up,i feel lightheaded when i stand up,Dizziness and vertigo,0.5714,0.4412
1249120_44259428_34986999.wav, i get crossed on the pimple on my face thats another worldway,i get clusters of pimples on my face that never go away,Hair and skin issues,0.6667,0.3818
1249120_44259428_28102523.wav, i have an open wound in my arm,i have an open wound in my arm,Wound and injury,0.0,0.0333
1249120_44259428_91754229.wav, oh my hairs falling i think they cant and i cant,oh my heart hurts me i tried to be calm and i cant,Chest pain,0.5385,0.42
1249120_44259428_88280001.wav, my kneecap feels like it is going down and down when i hold it,my kneecap feels like it is grating bone on bone when i walk,Leg and foot pain,0.4615,0.3
1249120_44259428_90522474.wav, chronic burn is at the level of the turbo of the lower smes,chronic bone disease at the level of the doubles of the lower estremidades,Leg and foot pain,0.3077,0.3108
1249120_44259428_77483299.wav, i have a few days in winter and when it will go why,i have a foot ache in winter or when it feels cold why,Leg and foot pain,0.3846,0.3333
1249120_44259428_75809403.wav, i have a real issue,i have blurred vision,Sensory issues,0.75,0.5238
1249120_44263136_106922287.wav, i have a back pain since i turned  years old,i have a back pain since i turned  years old,"Neck, back or spinal issues",0.0,0.0227
1249120_44263136_101522822.wav, i have a pain in my muscle,i have a pain in my muscle,Muscle and joint pain,0.0,0.0385
1249120_44259428_96688403.wav, i have difficulty breathing in crowded places,i have difficulty in breathing in crowded places,,0.125,0.0833
1249120_44263136_108585886.wav, ive always been very active but now i just dont have the strength or energy to go for even a short walk,ive always been very active but now i just dont have the strength or energy to go for even a short walk,General weakness,0.0,0.0097
1249120_44259428_82428785.wav, glass bottle and one my leg matless the one is so wide,glass broken and wound my leg badly the wound is so wide,Wound and injury,0.3333,0.3036
1249120_44259428_84387587.wav, my neck hurts and i cant look down,my neck hurts me and i cant look down or up,"Neck, back or spinal issues",0.2727,0.2326
1249120_44259428_84461460.wav, whenever i stand up i feel this,whenever i stand up i feel dizzy,Dizziness and vertigo,0.1429,0.1875
1249120_44259428_87762932.wav, i have adnex all over my face,i have acne all over my face,Hair and skin issues,0.1429,0.1071
1249120_44263136_107507771.wav, my son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal,my son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal,Wound and injury,0.0,0.0095
1249120_44263136_106766278.wav, i feel like i fell in the hot water,i feel like l fell in hot water,Hair and skin issues,0.25,0.1935
1249120_44263136_103802215.wav, my child has cough all night she cant sleep,my child has cough all night she cant sleep,Respiratory issue,0.0,0.0233
1249120_44259428_86445054.wav, my son has his leg bruised and it is swollen and the skin is grey and looks infected,my son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected,Wound and injury,0.3182,0.2647
1249120_44263136_107482610.wav, i feel like something is squeezing my lungs,i feel like something is squeezing my lungs,,0.0,0.0233
1249120_44259428_83019694.wav, i feel pain in the lower back,i feel pain in the lower back,"Neck, back or spinal issues",0.0,0.0345
1249120_44263136_106227417.wav, heart aches so much,heart aches so much,Chest pain,0.0,0.0526
1249120_44259428_92199033.wav, i feel good after doing a mouselage of,i feel dizzy after doing a muscular effort,Dizziness and vertigo,0.375,0.3571
1249120_44259428_97884452.wav, i am pretty sure this is not very soft for my room,i am feeling so dizzy body is so fragile,General weakness,1.1111,0.85
1249120_44263136_100870435.wav, the joints in my fingers are painful in the morning,the joints in my fingers are painful in the morning,Muscle and joint pain,0.0,0.0196
1249120_44263136_101812019.wav, i feel hurt in my heart,i feel hurts in my heart,Chest pain,0.1667,0.0833
1249120_44263136_107636900.wav, i may have overdone it with the weight lifting because i am afraid i may have torn a muscle on my back,i may have overdone it with the weightlifting because i am afraid i may have torn a muscle on my back,Wound and injury,0.0952,0.0198
1249120_44259428_89970708.wav, i have a tepee in my neck,i have a sharp pain in my neck,"Neck, back or spinal issues",0.25,0.3333
1249120_44259428_76204403.wav, i feel this heart rate we pray,i feel increased heart rate with prick,Chest pain,0.4286,0.3947
1249120_44259428_95841310.wav, i could not exercise because of my head pain,i could not exercise because of my knee pain,Leg and foot pain,0.1111,0.1136
1249120_44263136_15762375.wav, i always feel like i have menstrual pains even if i dont have my period,i always feel like i have menstrual pains even if i dont have my period,Internal pain,0.0,0.0141
1249120_44263136_20870238.wav, my body feels weak although i take my vitamins regularly,my body feels weak although i take my vitamins regularly,General weakness,0.0,0.0179
1249120_44263136_31123906.wav, i get big patches of irritated pimples on my back and they hurt,i get big patches of irritated pimples on my back and they hurt,Hair and skin issues,0.0,0.0159
1249120_44263136_34327747.wav, my hair always falls out and i have lost a lot of hair really,my hair always falls out and i have lost a lot of hair lately,Hair and skin issues,0.0714,0.082
1249120_44263136_27728779.wav, i have a heart pain in my stomach,i have a hard pain in my stomach,Digestive issues,0.125,0.0938
1249120_44263136_28094510.wav, i couldnt stop shaking or unclench my jaw thats how cold i was,i couldnt stop shaking or unclench my jaw thats how cold i was,Feeling cold/hot,0.0,0.0161
1249120_44263136_31607750.wav, i feel aching on my insides,i feel aching on my insides,Internal pain,0.0,0.037
1249120_44263136_11828866.wav, there is a sharp pain in my bicep i have tried to apply an emery lip cream but it does not help,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,Muscle and joint pain,0.1429,0.1064
1249120_44263136_26194304.wav, my foot have been aching since last tuesday,my foot had been aching since last tuesday,Leg and foot pain,0.125,0.0714
1249120_44263136_13172477.wav, sometimes my body feels weak without reason,sometimes my body feels week without reason,General weakness,0.1429,0.0465
1249120_44263136_18526428.wav, in high school i had a lot of acne,in highschool i had a lot of acne,Hair and skin issues,0.25,0.0606
1249120_44263136_12662866.wav, i feel pain in the knee,i feel pain in the knee,Leg and foot pain,0.0,0.0435
1249120_44263136_22818184.wav, i have a red brush that is itching on my skin,i have a red rash that is itchy on my skin,Hair and skin issues,0.1818,0.1429
1249120_44263136_25998544.wav, i have paint like needles in my joints,i have pain like needles in my joints,Muscle and joint pain,0.125,0.0541
1249120_44263136_10880734.wav, i had internal pain and gasses when i ate indian spicy food yesterday,i had internal pain and gases when i ate indian spicy food yesterday,Internal pain,0.0769,0.0294
1249120_44263136_30518887.wav, longitudinal burning line across back with heartspiratory movements,longitudinal burning line across back with hard respiratory movements,"Neck, back or spinal issues",0.2222,0.087
1249120_44263136_13332887.wav, my knee touches and hurts when i first stand up after seating,my knee catches and hurts when i first stand up after sitting,Leg and foot pain,0.1667,0.0984
1249120_44263136_13651055.wav, my ankle joints ropes when i put pressure on my foot,my ankle joint throbs when i put pressure on my foot,Muscle and joint pain,0.1818,0.1154
1249120_44263136_36286570.wav, my neck has been sore since the accident,my neck has been sore since the accident,"Neck, back or spinal issues",0.0,0.025
1249120_44263136_41431969.wav, i have a headache almost every day,i have a headache almost every day,,0.0,0.0294
1249120_44263136_58592964.wav, my chest hurts when i got to take a breath,my chest hurts when i go to take a breath,,0.1,0.0488
1249120_44263136_36341086.wav, i feel cold when night comes,i feel cold when the night comes,Feeling cold/hot,0.1429,0.1562
1249120_44263136_46878275.wav, im not hearing well i have a problem with my ear,im not hearing well i have problem with my ear,Sensory issues,0.1,0.0652
1249120_44263136_42546148.wav, i feel pain inside and i cannot identify it,i feel pain inside and i can not identify it,Internal pain,0.2,0.0455
1249120_44263136_55671220.wav, i feel that is great pain in my left shoulder,i feel that is great pain in my left shoulder,Shoulder pain,0.0,0.0222
1249120_44263136_51547342.wav, i feel emotionally crushed,i feel emotionally crushed,Emotional and mental health,0.0,0.0385
1249120_44263136_57609608.wav, my body aches on the inside between my hips and shoulders,my body aches on the inside between my hips and shoulders,Internal pain,0.0,0.0175
1249120_44263136_42090113.wav, there are times when i feel crushed under a huge weight and no air passes through my lungs it actually scares the hell out of me when it happens,there are times when i feel crushed under a huge weight and no air passing to my lungs it actually scares the hell out of me when it happens,,0.069,0.0643
1249120_44263136_43213149.wav, having difficulty moving my knee,having difficulty moving my knee,Leg and foot pain,0.0,0.0312
1249120_44263136_49448724.wav, is there a cure for acne,is there a cure for acne,Hair and skin issues,0.0,0.0417
1249120_44263136_44160087.wav, i feel a sharp pain in the stomach after eating,i feel a sharp pain in the stomach after eating,Digestive issues,0.0,0.0213
1249120_44263136_47696189.wav, the worst headache was during a hangover in my s i sincerely thought i was going to die from brain inflammation,the worst headache was during a hangover in my twenties i sincerely thought i was going to die from brain inflammation,,0.0476,0.0678
1249120_44263136_49038863.wav, i have a maygreen and a tinted candle but it does not help,i have a migrain and i took panadol but it doesnt help,,0.5,0.3148
1249120_44263136_34906231.wav, i have severe dry cough,i have severe dry cough,Respiratory issue,0.0,0.0435
1249120_44263136_51762834.wav, my back hurts a lot when i bend,my back hurts a lot when i bend,"Neck, back or spinal issues",0.0,0.0323
1249120_44263136_50406387.wav, i feel pain in the knee when walking,i feel pain in the knee when walking,Leg and foot pain,0.0,0.0278
1249120_44263136_52222173.wav, every time i make an effort i felt dizzy,every time i make an effort i felt dizzy,Dizziness and vertigo,0.0,0.025
1249120_44263136_82626452.wav, i have a problem in my middle ear maybe i have an infection,i have a problem in my middle ear made by infection,Sensory issues,0.3636,0.2353
1249120_44263136_59289865.wav, when im too high i start to feel dizzy,when im too high i start to feel dizzy,Dizziness and vertigo,0.0,0.0263
1249120_44263136_87409253.wav, star lives are for the eye,sterilizer for the eye,Sensory issues,0.75,0.3636
1249120_44263136_81225662.wav, i feel like i can hardly breathe unless i take whats in my lungs out,i feel like i can hardly breathe unless i get whats in my lungs out,Respiratory issue,0.0667,0.0746
1249120_44263136_58938609.wav, when i drink a lot i get a headache,when i drink a lot i get a headache,,0.0,0.0286
1249120_44263136_86205654.wav, my body feels weak although i eat a lot why,my body feels weak although i eat a lot why,General weakness,0.0,0.0233
1249120_44263136_70702677.wav, i feel a great pain in my shoulder joint and it does not go away,i feel a great pain in my shoulder joint and it does not go away,Muscle and joint pain,0.0,0.0156
1249120_44263136_87455428.wav, my ankle is hurting me,my ankle is hurting me,Muscle and joint pain,0.0,0.0455
1249120_44263136_82613525.wav, i feel like ive always got something in my throat,i feel like ive always got something in my throat,Respiratory issue,0.0,0.0204
1249120_44263136_85067361.wav, my throat is so sore,my throught is so sore,"Neck, back or spinal issues",0.2,0.1818
1249120_44263136_83669979.wav, i hardly have enough strength to get up,i hardly have enough stength to get up,General weakness,0.125,0.0526
1249120_44263136_63958069.wav, i feel pain in my back,i feel a pain in my back,"Neck, back or spinal issues",0.1429,0.125
1249120_44263136_88227448.wav, i cut my foot at the pool and it breaks open every day when i walk in it,i cut my foot at the pool and it breaks open every day when i walk on it,Wound and injury,0.0556,0.0278
1249120_44263136_78833554.wav, i feel sad,i feel sad,Emotional and mental health,0.0,0.1
1249120_44263136_79226700.wav, im very worried that ill go bald soon am i very sick,im very worried that ill go bald soon am i very sick,Hair and skin issues,0.0,0.0192
1249120_44263136_64809479.wav, my foot is hurting so much,my foot is hurting so much,Leg and foot pain,0.0,0.0385
1249120_44263136_71092044.wav, my body feels like its in a refrigerator,my body feels like its in a refrigerator,Feeling cold/hot,0.0,0.025
1249120_44263136_68968933.wav, i used a lot of painkiller to get better but i still feel the same back pain,i used alot of pain killer to get better but i still feel the same back pain,"Neck, back or spinal issues",0.2353,0.0395
1249120_44263136_78073786.wav, my knee is swallowing which indicates that i have an infected wound,my kee is swallowing which indicates i have an infected wound,Wound and injury,0.1818,0.1148
1249120_44263136_77095387.wav, have severe cold and cough,have severe cold and cough,Respiratory issue,0.0,0.0385
1249120_44273314_103514863.wav, my body feels weak although i take my vitamins regularly,my body feels weak although i take my vitamins regularly,General weakness,0.0,0.0179
1249120_44273314_109807607.wav, i feel like i can hardly breathe unless i get whats in my lungs out,i feel like i can hardly breathe unless i get whats in my lungs out,Respiratory issue,0.0,0.0149
1249120_44273314_106442057.wav, sterilizer for the eye,sterilizer for the eye,Sensory issues,0.0,0.0455
1249120_44273314_17246181.wav, my throat is so sore,my throught is so sore,"Neck, back or spinal issues",0.2,0.1818
1249120_44273314_18787091.wav, i have a back pain since i turned  years old,i have a back pain since i turned  years old,"Neck, back or spinal issues",0.0,0.0227
1249120_44263136_89689013.wav, i cant walk my knee hurts me,i cant walk my knee hurts me,Leg and foot pain,0.0,0.0357
1249120_44263136_94477614.wav, my shoulder aches when i try to lift five pounds,my shoulder aches when i try to lift five pounds,Shoulder pain,0.0,0.0208
1249120_44273314_107500628.wav, i cant walk my knee hurts me,i cant walk my knee hurts me,Leg and foot pain,0.0,0.0357
1249120_44263136_92015834.wav, when i wake up in the morning i feel dizzy,when i wake up in the morning i feel dizzy,Dizziness and vertigo,0.0,0.0238
1249120_44273314_104690533.wav, my body feels like its in a refrigerator,my body feels like its in a refrigerator,Feeling cold/hot,0.0,0.025
1249120_44263136_93647784.wav, everything looks like being in a smoky area,everything looks like beeing in a smoky area,Sensory issues,0.125,0.0455
1249120_44273314_102521547.wav, the worst headache was during a hangover in my s i sincerely thought i was going to die from brain inflammation,the worst headache was during a hangover in my twenties i sincerely thought i was going to die from brain inflammation,,0.0476,0.0678
1249120_44273314_16049788.wav, my chest hurts when i go to take a breath,my chest hurts when i go to take a breath,,0.0,0.0244
1249120_44263136_89141475.wav, my heart hurts while im sad what,my heart hurts while im sad why,Chest pain,0.1429,0.0968
1249120_44273314_16303816.wav, i have a problem in my middle ear made by infection,i have a problem in my middle ear made by infection,Sensory issues,0.0,0.0196
1249120_44273314_21492329.wav, i have a pain in my muscle,i have a pain in my muscle,Muscle and joint pain,0.0,0.0385
1249120_44263136_95817458.wav, i cant walk well i have an ache in my foot,i cant walk well i have an ache in my foot,Leg and foot pain,0.0,0.0238
1249120_44273314_13390025.wav, i feel pain inside and i cannot identify it,i feel pain inside and i can not identify it,Internal pain,0.2,0.0455
1249120_44263136_93996655.wav, i have found some issues with my skin and tried to use cream but it doesnt get better,i have found some issues in my skin and tried to use cream but it doesnt get better,Hair and skin issues,0.0556,0.0482
1249120_44273314_106435928.wav, ive tried reading books but nothing can cheer me up,ive tried reading books but nothing can cheer me up,Emotional and mental health,0.0,0.0196
1249120_44273314_56365443.wav, i have a rash on my skin,i have a rash on my skin,Hair and skin issues,0.0,0.0417
1249120_44273314_59068162.wav, i have paint like needles in my joints,i have pain like needles in my joints,Muscle and joint pain,0.125,0.0541
1249120_44273314_38073414.wav, i feel like i fell in hot water,i feel like l fell in hot water,Hair and skin issues,0.125,0.0645
1249120_44273314_40698632.wav, i feel a great amount of pressure on the sides of my neck,i feel a great amount of pressure on the sides of my neck,Shoulder pain,0.0,0.0175
1249120_44273314_28827187.wav, my child has cough all night she cant sleep,my child has cough all night she cant sleep,Respiratory issue,0.0,0.0233
1249120_44273314_31545094.wav, the joints in my fingers are painful in the morning,the joints in my fingers are painful in the morning,Muscle and joint pain,0.0,0.0196
1249120_44273314_26783687.wav, my knee catches and hurts when i first stand up after sitting,my knee catches and hurts when i first stand up after sitting,Leg and foot pain,0.0,0.0164
1249120_44273314_67775131.wav, my back hurts a lot when i bend,my back hurts a lot when i bend,"Neck, back or spinal issues",0.0,0.0323
1249120_44273314_57161236.wav, i cant walk well i have an ache in my foot,i cant walk well i have an ache in my foot,Leg and foot pain,0.0,0.0238
1249120_44273314_47748885.wav, my body feels weak although i eat a lot why,my body feels weak although i eat a lot why,General weakness,0.0,0.0233
1249120_44273314_32293213.wav, i feel that something is squeezing my lungs,i feel like something is squeezing my lungs,,0.125,0.1163
1249120_44273314_21942140.wav, when i drink a lot i get a headache,when i drink a lot i get a headache,,0.0,0.0286
1249120_44273314_54417923.wav, im very worried that ill go bald soon am i very sick,im very worried that ill go bald soon am i very sick,Hair and skin issues,0.0,0.0192
1249120_44273314_31089974.wav, i feel cold when the night comes,i feel cold when the night comes,Feeling cold/hot,0.0,0.0312
1249120_44273314_25005396.wav, everything looks like being in a smoky area,everything looks like beeing in a smoky area,Sensory issues,0.125,0.0455
1249120_44273314_30937230.wav, i feel pain in the knee when walking,i feel pain in the knee when walking,Leg and foot pain,0.0,0.0278
1249120_44273314_35569629.wav, i have a red rash that is itchy on my skin,i have a red rash that is itchy on my skin,Hair and skin issues,0.0,0.0238
1249120_44273314_47534753.wav, i cut my foot at the pool and it breaks open every day when i walk on it,i cut my foot at the pool and it breaks open every day when i walk on it,Wound and injury,0.0,0.0139
1249120_44273314_52748628.wav, i feel aching on my insides,i feel aching on my insides,Internal pain,0.0,0.037
1249120_44273314_68456497.wav, i feel sad,i feel sad,Emotional and mental health,0.0,0.1
1249120_44273314_45479897.wav, i feel hurt in my heart,i feel hurts in my heart,Chest pain,0.1667,0.0833
1249120_44273314_24711015.wav, my heart hurts while im sad why,my heart hurts while im sad why,Chest pain,0.0,0.0323
1249120_44273314_38687390.wav, when im too high i start to feel dizzy,when im too high i start to feel dizzy,Dizziness and vertigo,0.0,0.0263
1249120_44273314_45748543.wav, my joints feel swollen,my joints feel swollen,Muscle and joint pain,0.0,0.0455
1249120_44273314_72971747.wav, i feel emotionally crushed,i feel emotionally crushed,Emotional and mental health,0.0,0.0385
1249120_44273314_71015022.wav, my ankle joint throbs when i put pressure on my foot,my ankle joint throbs when i put pressure on my foot,Muscle and joint pain,0.0,0.0192
1249120_44273314_76615195.wav, my shoulder aches when i try to lift  pounds,my shoulder aches when i try to lift five pounds,Shoulder pain,0.1,0.1042
1249120_44273314_69418683.wav, i feel like ive always got something in my throat,i feel like ive always got something in my throat,Respiratory issue,0.0,0.0204
1249120_44273314_91569607.wav, there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,Muscle and joint pain,0.0,0.0106
1249120_44273314_71205285.wav, im not hearing well i have problem with my ear,im not hearing well i have problem with my ear,Sensory issues,0.0,0.0217
1249120_44273314_70276723.wav, i may have overdone it with the weight lifting because i am afraid i may have torn a muscle on my back,i may have overdone it with the weightlifting because i am afraid i may have torn a muscle on my back,Wound and injury,0.0952,0.0198
1249120_44273314_76070691.wav, i have a migraine and i took panadol but it doesnt help,i have a migrain and i took panadol but it doesnt help,,0.0833,0.037
1249120_44273314_73290676.wav, my hair always falls out and i have lost a lot of hair lately,my hair always falls out and i have lost a lot of hair lately,Hair and skin issues,0.0,0.0164
1249120_44273314_69242491.wav, my body aches on the inside between my hips and shoulders,my body aches on the inside between my hips and shoulders,Internal pain,0.0,0.0175
1249120_44273314_87229465.wav, i feel a sharp pain in the stomach after eating,i feel a sharp pain in the stomach after eating,Digestive issues,0.0,0.0213
1249120_44273314_77840631.wav, i wish this excruciating feeling of loss could go away,i wish this excruciating feeling of loss could go away,Emotional and mental health,0.0,0.0185
