file_name,actual_transcription,pred_transcription,word_error_rate,character_error_rate
1249120_13842059_57540056.wav,My knees ache on cold and rainy days.,My knees ache on cold and rainy days.,0.0,0.0
1249120_13842059_62150593.wav,My muscle in my shoulder burns when I move my arm.,My muscle in my shoulder burns when I move my arm.,0.0,0.0
1249120_13842059_63309891.wav,I feel pain inside I do not know what it is,I feel pain inside. I don't know what it is.,0.3636,0.093
1249120_13842059_64044535.wav,I have a feeling like my whole body is complaining,I have a feeling like my whole body is complaining.,0.1,0.02
1249120_13842059_64943737.wav,I get terrible headaches every few months and when I get them my vision is affected.,"I get terrible headaches every few months and when I get them, my vision is affected.",0.0625,0.0119
1249120_13842059_65679587.wav,I had a collision while playing soccer.  My knee buckled and now it's unstable.,I had a collision while playing soccer. My knee buckled and now it's unstable.,0.0,0.0127
1249120_13842059_71224787.wav,This long scar on my left buttock is from falling off my mountain bike.,This long scar on my left buttocks is from falling off my mountain bike.,0.0714,0.0141
1249120_13842059_72683703.wav,I had a cold the last time I travelled by plane and I still have a discomfort in my ears.,I had a cold the last time I traveled by plane and I still have discomfort in my ears.,0.1,0.0337
1249120_13842059_72691774.wav,I often get a stomach ache after I eat.  I haven't been able to pinpoint which foods might be the trigger.,I often get a stomach ache after I ache. I haven't been able to pinpoint which foods might be the trigger.,0.0476,0.0472
1249120_13842059_73296559.wav,"when i get up, i feel dizzy and fall down.","When I get up, I feel dizzy and fall down.",0.3,0.0714
1249120_13842059_75126953.wav,My skin is itching.,My skin is itching.,0.0,0.0
1249120_13842059_77775569.wav,i feel pain in my back,I feel pain in my back.,0.3333,0.0909
1249120_13842059_80785413.wav,I have a mental suffering,I have a mental suffering.,0.2,0.04
1249120_13842059_82864672.wav,I have a dry skin,I have dry skin.,0.4,0.1765
1249120_13842059_83673903.wav,"i can't move my leg, there is pain in the joint",I can't move my leg. There is a pain in the joint.,0.4545,0.1277
1249120_13842059_90176324.wav,my heart hurts me,My heart hurts me.,0.5,0.1176
1249120_13842059_91420763.wav,i have a pain in my trapes,I have a pain in my traps.,0.2857,0.1154
1249120_13842059_91612242.wav,I have tried to relief it but I can't,I have tried to relieve it but I can't.,0.2222,0.0811
1249120_13842059_92379589.wav,I feel pain in my right shoulder after the tennis match.,I feel pain in my right shoulder after the tennis match.,0.0,0.0
1249120_13842059_94785546.wav,There are some pimples on my face that bother me a lot,There are some pimples on my face that bother me a lot.,0.0833,0.0185
1249120_13842059_95082870.wav,Sometimes I feel like a claw on my chest that leaves me breathless.,Sometimes I feel like a claw on my chest that leaves me breathless.,0.0,0.0
1249120_13842059_95116374.wav,I'm not good i feel dizzy,I'm not good. I feel dizzy.,0.5,0.12
1249120_13842059_96006573.wav,My shower drain is full of hair every time.,My shower drain is full of hair every time.,0.0,0.0
1249120_13842059_98325162.wav,I hve cut my finger because of playing football and I  to apply pain relief cream but it does not help,I have cut my finger because of playing football and I apply pain relief cream but it does not help.,0.1429,0.0588
1249120_13842059_98611758.wav,I fell a stiffness in my elbows and shoulders,I feel a stiffness in my elbows and shoulders.,0.2222,0.0444
1249120_13842059_99076771.wav,My ear ache when I'm listening to music.,My ear ache when I am listening to music.,0.25,0.05
1249120_13842059_99243745.wav,discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen.,"Discomfort or pain that is felt at some point along the front of the body, between the neck and upper abdomen.",0.0952,0.0183
1249120_14054543_14236676.wav,I have acne in my face and other problema in my derma like itching,I have acne in my face and other problem in my derma like itching.,0.1429,0.0303
1249120_14054543_78596230.wav,I have a pain in my stomach,I have a pain in my stomach.,0.1429,0.037
1249120_14353703_100698095.wav,When I stand up too quickly I start to feel dizzy and light-headed,"When I stand up too quickly, I start to feel dizzy and lightheaded.",0.1538,0.0455
1249120_14353703_101806535.wav,I feel a great pain in my shoulder when i try to lift something heavy,I feel a great pain in my shoulder when I try to lift something heavy.,0.1333,0.029
1249120_14353703_103040241.wav,I am having running nose,I am having runny nose.,0.4,0.1667
1249120_14353703_103620863.wav,I get a knee pain when I walk a lot,I get a knee pain when I walk a lot.,0.1,0.0286
1249120_14353703_106041220.wav,i was watching tv and suddenly have blurry vision,I was watching TV and suddenly have blurry vision.,0.3333,0.0816
1249120_14353703_106042248.wav,I have a ear ache when I go to the pool,I have an earache when I go to the pool.,0.3636,0.0769
1249120_14353703_109462228.wav,When I force my eyes to view I have blurry vision.,"When I force my eyes to view, I have blurry vision.",0.0909,0.02
1249120_14353703_11074766.wav,I do not know why I feel cold,I do not know why I feel cold.,0.125,0.0345
1249120_14353703_13615707.wav,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.","Sometimes when it's cold outside, it hurts, especially around the pimples that are ready to pop.",0.2222,0.0882
1249120_14353703_18061815.wav,I have terrible pain in my heart,I have terrible pain in my heart.,0.1429,0.0312
1249120_14353703_18316468.wav,I have eruptions on my face that come and go .,I have eruptions on my face that come and go.,0.1818,0.0217
1249120_14353703_18344186.wav,I have a hard muscle pain since i went to the gym,I have a hard muscle pain since I went to the gym.,0.1667,0.0408
1249120_14353703_21660925.wav,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is oozing.,0.125,0.1167
1249120_14353703_23293673.wav,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?",I have a blurry vision and I can't see in the darkness. What is the reason doctor?,0.3158,0.0595
1249120_14353703_23465450.wav,I don't do anything at home and still I feel exhausted.,I don't do anything at home and I still feel exhausted.,0.1818,0.0727
1249120_14353703_23494896.wav,The area around my heart doesn't feel good.,The area around my heart doesn't feel good.,0.0,0.0
1249120_14353703_26349751.wav,I feel something hurt me in taking breath and I cant take my breath,I feel something hurt me in taking breath and I can't take my breath.,0.1429,0.0299
1249120_14353703_29225925.wav,I have a throbbing in my joints,I have a throbbing in my joints.,0.1429,0.0323
1249120_14353703_32651672.wav,I have a great stomach ache and i can't eat any thing,I have a great stomachache and can't eat anything.,0.4167,0.0943
1249120_14353703_41100151.wav,It is like I have a needle pushing through my heart.,It is like I have a needle pushing through my heart.,0.0,0.0
1249120_14353703_41394319.wav,i'm disappointed,I'm disappointed.,1.0,0.125
1249120_14353703_42273436.wav,Every time I comb my hair there are so many hair in my comb.,"Every time I comb my hair, there are so many hair in my comb.",0.0714,0.0167
1249120_14353703_42327184.wav,I felt my heart hurts when I ran for along distance,I felt my heart hurts when I ran for a long distance.,0.2727,0.0392
1249120_14353703_42564912.wav,I usually have a bad cough when I get flu.,I usually have a bad cough when I get flu.,0.0,0.0
1249120_14353703_43184435.wav,When I bend over I get a shooting pain down my back,When I bend over I get a shooting pain down my back.,0.0833,0.0196
1249120_14353703_44429790.wav,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?",I feel dizzy when I sat in front of my laptop for an hour or two. What possibly could be the reason.,0.2857,0.05
1249120_14353703_45425658.wav,I got acne when I ate chili,I got acne when I ate chili.,0.1429,0.037
1249120_14353703_45949288.wav,I feel a burning sensation in my guts about 2 hours after each meal.,I feel a burning sensation in my guts about two hours after each meal.,0.0714,0.0441
1249120_14353703_46447461.wav,My shoulder has agreat pain,My shoulder has a great pain.,0.6,0.0741
1249120_14353703_48660231.wav,I have shoulder pain when I try to carry my groceries.,I have shoulder pain when I try to carry my groceries.,0.0,0.0
1249120_14353703_49287804.wav,I love to garden but I get a terrible twinge in my lower back when I lean over.,"I love to garden, but I get a terrible twinge in my lower back when I lean over.",0.0556,0.0127
1249120_14353703_55737772.wav,I feel weak all over.,I feel weak all over.,0.0,0.0
1249120_14353703_59179591.wav,I feel very hard to breathe,I feel very hard to breathe.,0.1667,0.037
1249120_14353703_65062339.wav,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,0.0,0.0
1249120_14353703_73504522.wav,I have a pain in my stomach,I have a pain in my stomach.,0.1429,0.037
1249120_14353703_78646084.wav,My entire body is freezing.,My entire body is freezing.,0.0,0.0
1249120_14353703_80140056.wav,Yesterday I had a shouder pain,Yesterday I had a shoulder pain.,0.3333,0.0667
1249120_14353703_83543281.wav,I got injured exercising,I got injured exercising.,0.25,0.0417
1249120_14353703_87680860.wav,I don't have full range of motion with my arms,I don't have full range of motion with my arms.,0.1,0.0217
1249120_14353703_91022917.wav,I feel muscle pain every time I make an extra effort.,I feel muscle pain every time I make an extra effort.,0.0,0.0
1249120_14353703_92298432.wav,My neck is annoying me I can't sleep bacause of it,"My neck is annoying me, I can't sleep because of.",0.3636,0.1
1249120_14353703_93481996.wav,I have acne in my face and other problems in my derma like itching,I have acne in my face and other problems in my derma like itching.,0.0714,0.0152
1249120_14353703_97034137.wav,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now.",I started taking swimming lessons and I guess I swallowed too much water through my nose because this sinitus is killing me now.,0.087,0.0305
1249120_14353703_98831982.wav,I feel a soreness in my knees when I walk,I feel a soreness in my knees when I walk.,0.1,0.0244
1249120_14353703_99001242.wav,when i raise my hand i feel pain in my shoulder.,"When I raise my hand, I feel pain in my shoulder.",0.3636,0.0833
1249120_15004831_100921051.wav,"My stomach aches after I drink any soda drink, why?",My stomach aches after I drink any soda drink. Why?,0.2,0.0392
1249120_15004831_102235056.wav,I feel a clicking sensation in my knee each time I step.,I feel a clicking sensation in my knee each time I step.,0.0,0.0
1249120_15004831_10233205.wav,"When I move my shoulder, it's like lightning is being sent through my shoulder","When I move my shoulder, it's like lightning is being sent through my shoulder.",0.0714,0.0128
1249120_15004831_103019463.wav,I have acne all over my face,I have acne all over my face.,0.1429,0.0357
1249120_15004831_103229689.wav,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.,My son had his lip pierced and it is swollen and the skin inside on his lip is gray and looks infected.,0.0455,0.0097
1249120_15004831_103311186.wav,I feel depressed when I see my hair falling out,I feel depressed when I see my hair falling out.,0.1,0.0213
1249120_15004831_105267523.wav,I get clusters of pimples on my face that never go away.,I get clusters of pimples on my face that never go away.,0.0,0.0
1249120_15004831_107186195.wav,I complain alot with my neck pain and i really need to be better,I complain a lot with my neck pain and I really need to be better.,0.2857,0.0469
1249120_15004831_108516031.wav,When I do hard exercises I feel great pain in my muscles.,"When I do hard exercises, I feel great pain in my muscles.",0.0833,0.0175
1249120_15004831_109583467.wav,my heart hurts me,My heart hurts me.,0.5,0.1176
1249120_15004831_109812806.wav,I can't see the sign I have a blurry vision,I can't see the sign. I have a blurry vision.,0.2,0.0465
1249120_15004831_109863958.wav,i have difficulty moving my neck,I have difficulty moving my neck.,0.3333,0.0625
1249120_15004831_12021665.wav,I fell a stiffness in my elbows and shoulders,I feel a stiffness in my elbows and shoulders.,0.2222,0.0444
1249120_15004831_13536344.wav,I have a hair shortage,I have a hair shortage.,0.2,0.0455
1249120_15004831_16727782.wav,"I was diagnosed with  B12-deficiency anemia, which explains why I always felt cold.","I was diagnosed with B 12 deficiency anemia, which explains why I always felt cold.",0.2308,0.0361
1249120_15004831_17179802.wav,using hair tonic,Using hair tonic.,0.6667,0.125
1249120_15004831_17819347.wav,I sliced myself deeply with a knife while I was cooking,I sliced myself deeply with a knife while I was cooking.,0.0909,0.0182
1249120_15004831_19178925.wav,My foot hurts me a lot of playing football,My foot hurts me. A lot of playing football.,0.3333,0.0714
1249120_15004831_20587565.wav,I'm having a hard time reading because the letters are all fuzzy,I'm having a hard time reading because the letters are all fuzzy.,0.0833,0.0156
1249120_15004831_21045225.wav,I have tried to make massage on my foot but they still pain me,I have tried to make massage on my foot but they still pain me.,0.0714,0.0161
1249120_15004831_21767792.wav,i cant breathe,I can't breathe.,1.0,0.2143
1249120_15004831_21919890.wav,I have cut my finger because of playing football and I have to apply pain relief cream but it does not help,I have cut my finger because of playing football and I have to apply pain relief cream but it does not help.,0.0455,0.0093
1249120_15004831_23170013.wav,I feel a pain in my neck,I feel a pain in my neck.,0.1429,0.0417
1249120_15004831_26452554.wav,I have a split on my thumb that will not heal.,I have a split on my thumb that will not heal.,0.0,0.0
1249120_15004831_30046759.wav,i feel pain in my back,I feel pain in my back.,0.3333,0.0909
1249120_15004831_33938813.wav,i was playing football and injuried with joint pain.,I was playing football and injured with joint pain.,0.2222,0.0385
1249120_15004831_35646374.wav,I think my body temperature is very low.,I think my body temperature is very low.,0.0,0.0
1249120_15004831_41074487.wav,I feel discomfort throughout the body in general,I feel discomfort throughout the body in general.,0.125,0.0208
1249120_15004831_41941038.wav,"My hair is falling without a reason, I can see a lot of hair on my working desk.",My hair is falling without a reason. I can see a lot of hair on my working desk.,0.0556,0.0125
1249120_15004831_42760211.wav,I have a pain in my joint,I have a pain in my joint.,0.1429,0.04
1249120_15004831_43783926.wav,"when i get up, i feel dizzy and fall down.","When I get up, I feel dizzy and fall down.",0.3,0.0714
1249120_15004831_49995030.wav,I'm not good i feel dizzy,I am not good. I feel dizzy.,0.8333,0.2
1249120_15004831_50312267.wav,I can't get a girlfriend because of my acne.,I can't get a girlfriend because of my acne.,0.0,0.0
1249120_15004831_53007975.wav,I can't carry anything I have a pain in my shoulder,I can't carry anything. I have a pain in my shoulder.,0.1818,0.0392
1249120_15004831_53028981.wav,Whenever I stand up I feel dizzy.,"Whenever I stand up, I feel dizzy.",0.1429,0.0303
1249120_15004831_53829738.wav,My skin is itching.,My skin is itching.,0.0,0.0
1249120_15004831_53846275.wav,I had a cold the last time I travelled by plane and I still have a discomfort in my ears.,I had a cold the last time I traveled by plane and I still have a discomfort in my ears.,0.05,0.0112
1249120_15004831_53994437.wav,My upper back has been sore for a week.,My upper back has been sore for a week.,0.0,0.0
1249120_15004831_54034570.wav,I have a foot ache although I don't walk a lot.,"I have a foot ache, although I don't walk a lot.",0.0909,0.0213
1249120_15004831_55550562.wav,"When I go to stand, my head starts swirling","When I go to stand, my head starts swirling.",0.1111,0.0233
1249120_15004831_56405823.wav,there pain in my foot,Their pain in my foot.,0.4,0.1905
1249120_15004831_56564278.wav,It feels like I can't take a deep breath,It feels like I can't take a deep breath.,0.1111,0.025
1249120_15004831_57497759.wav,I don't know why I'm constantly sad.,I don't know why. I'm constantly sad.,0.1429,0.0278
1249120_15004831_58758228.wav,I have an ear ache that won't go away.  I don't have a cold or headache or any other symptoms.  Just an earache.,I have an earache that won't go away. I don't have a cold or headache or any other symptoms. Just an earache.,0.087,0.0268
1249120_15004831_60887727.wav,I was kicked in the head playing soccer last night.,I was kicked in the head playing soccer last night.,0.0,0.0
1249120_15004831_64958100.wav,I feel a lot of pain in the joints.,I feel a lot of pain in the joints.,0.0,0.0
1249120_15004831_68584765.wav,I'm suffering from sharp cough Accompanied by  phlegm,I'm suffering from a sharp cough accompanied by phlegm.,0.375,0.0943
1249120_15004831_68744262.wav,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.,0.0,0.0
1249120_15004831_69709527.wav,i feel pain in my body,I feel pain in my body.,0.3333,0.0909
1249120_15004831_69878350.wav,Chronic disease of hair follicles and sebaceous glands,Chronic disease of hair follicles and sebaceous glands.,0.125,0.0185
1249120_15004831_71037307.wav,i am having problems seeing things feel like a cloud on my eyes everything is blurry,"I am having problems seeing things, feel like a cloud on my eyes. Everything is blurry.",0.3125,0.0595
1249120_15004831_71961366.wav,Sometimes I cough because I'm a smoker,Sometimes I cough because I am a smoker.,0.4286,0.0789
1249120_15004831_72078546.wav,Chronic bone disease at the level of the doubles of the lower Estremidades,Chronic bone disease at the level of the doubles of the lower istres.,0.0769,0.1081
1249120_15004831_72284888.wav,My chest hurts when I smoke,My chest hurts when I smoke.,0.1667,0.037
1249120_15004831_74682993.wav,I feel a tightness in my chest,I feel a tightness in my chest.,0.1429,0.0333
1249120_15004831_75104127.wav,I feel congestion in my chest,I feel congestion in my chest.,0.1667,0.0345
1249120_15004831_76313457.wav,I feel lightheaded when I stand up,I feel lightheaded when I stand up.,0.1429,0.0294
1249120_15004831_77275003.wav,My heart hurts when I exercise,My heart hurts when I exercise.,0.1667,0.0333
1249120_15004831_79309370.wav,I feel a burning sensation in my shoulder muscle.,I feel a burning sensation in my shoulder muscle.,0.0,0.0
1249120_15004831_80093096.wav,I complain alot with skin allergy,I complain a lot with skin allergy.,0.5,0.0606
1249120_15004831_83170404.wav,There is this pain that radiates from my chest up to my left arm.,There is this pain that radiates from my chest up to my left arm.,0.0,0.0
1249120_15004831_85268007.wav,I have pimples in patches along with a lot of redness on my face.,I have pimples and patches along with a lot of redness on my face.,0.0714,0.0308
1249120_15004831_85662551.wav,i feel pain in my neck,I feel pain in my neck.,0.3333,0.0909
1249120_15004831_85768892.wav,i have a great pain in my thorax from heart injury,I have a great pain in my thorax from heart injury.,0.1818,0.04
1249120_15004831_88007774.wav,This long scar on my left buttock is from falling off my mountain bike.,This long scar on my left buttock is from falling off my mountain bike.,0.0,0.0
1249120_15004831_88949400.wav,I get terrible headaches every few months and when I get them my vision is affected.,"I get terrible headaches every few months and when I get them, my vision is affected.",0.0625,0.0119
1249120_15004831_90007572.wav,I feel pain in my eyes I can see fog,I see pain in my eyes. I can see fog.,0.3,0.1111
1249120_15004831_90291037.wav,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,"I cut my hand a couple of days ago and although I didn't think I needed it stitches, it hasn't closed up.",0.0455,0.0096
1249120_15004831_91499716.wav,I feel pain in my right shoulder after the tennis match.,I feel pain in my right shoulder after the tennis match.,0.0,0.0
1249120_15004831_91661588.wav,My neck feels stiff,My neck feels stiff.,0.25,0.0526
1249120_15004831_92499879.wav,I feel dizzy after doing a muscular effort.,I feel dizzy after doing a muscular effort.,0.0,0.0
1249120_15004831_93458174.wav,My head gets dizzy when I try to get up.,My head gets dizzy when I try to get up.,0.0,0.0
1249120_15004831_93767590.wav,My back hurts so much I can't bend down to tie my shoelaces.,My back hurts so much. I can't bend down to tie my shoelaces.,0.0769,0.0167
1249120_15004831_95054458.wav,The pain in my ear is unbearable.,The pain in my ear is unbearable.,0.0,0.0
1249120_15004831_97118440.wav,my hair falling out,My hair falling out.,0.5,0.1053
1249120_15830408_100458275.wav,I have acne in my face and other problema in my derma like itching,I have acne in my face and other problems in my derma like itching.,0.1429,0.0303
1249120_15830408_105973088.wav,I have a great stomach ache and i can't eat any thing,I have a great stomachache and I can't eat anything.,0.4167,0.0755
1249120_15830408_15899103.wav,When I stand up too quickly I start to feel dizzy and light-headed,"When I stand up too quickly, I start to feel dizzy and lightheaded.",0.1538,0.0455
1249120_15830408_17297780.wav,i'm disappointed,I am disappointed.,1.5,0.25
1249120_15830408_17444382.wav,I love to garden but I get a terrible twinge in my lower back when I lean over.,"I love to garden, but I get a terrible twinge in my lower back when I lean over.",0.0556,0.0127
1249120_15830408_19526724.wav,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now.",I started taking swimming lessons and I guess I swallowed too much water through my nose because this sinusitis is killing me now.,0.0435,0.0076
1249120_15830408_20446817.wav,I felt my heart hurts when I ran for along distance,I feel my heart hurts when I run for a long distance.,0.4545,0.098
1249120_15830408_20700304.wav,When I bend over I get a shooting pain down my back,When I bend over I get a shooting pain down my back.,0.0833,0.0196
1249120_15830408_23240699.wav,I had an accident and my wound was open when I arrived to hospital,I had an accident and my wound was open when I arrived to hospital.,0.0714,0.0152
1249120_15830408_23699319.wav,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.,0.0,0.0
1249120_15830408_29803997.wav,I have a pain in my stomach,I have a pain in my stomach.,0.1429,0.037
1249120_15830408_30764038.wav,I feel muscle pain every time I make an extra effort.,I feel muscle pain every time I make an extra effort.,0.0,0.0
1249120_15830408_33860008.wav,"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.","Sometimes when it's cold outside, my face hurts, especially around the pimples that are ready to pop.",0.1111,0.0196
1249120_15830408_35382218.wav,When I force my eyes to view I have blurry vision.,"When I force my eyes to view, I have blurry vision.",0.0909,0.02
1249120_15830408_37803938.wav,I do not know why I feel cold,I do not know why I feel cold.,0.125,0.0345
1249120_15830408_37988192.wav,I am having running nose,I am having runny nose.,0.4,0.1667
1249120_15830408_39530967.wav,I usually have a bad cough when I get flu.,I usually have a bad cough when I get flu.,0.0,0.0
1249120_15830408_45907625.wav,I feel a soreness in my knees when I walk,I feel a soreness in my knees when I walk.,0.1,0.0244
1249120_15830408_46145042.wav,I have a throbbing in my joints,I have throbbing in my joints.,0.2857,0.0968
1249120_15830408_49631021.wav,"I have a blurry vision and i can't see in the darkness , what is the reason doctor ?",I have blurry vision and I can't see in the darkness. What is the reason? Doctor?,0.4211,0.1071
1249120_15830408_55921206.wav,i was travelling by ship and i feel dizzy.,I was traveling by ship and I feel dizzy.,0.3333,0.0714
1249120_15830408_57076220.wav,I got injured exercising,I got injured exercising.,0.25,0.0417
1249120_15830408_57089351.wav,My neck is annoying me I can't sleep bacause of it,My neck is annoying me. I can't sleep because of it.,0.2727,0.06
1249120_15830408_67503671.wav,I got acne when I ate chili,I got acne when I ate chili.,0.1429,0.037
1249120_15830408_69507749.wav,I feel a burning sensation in my guts about 2 hours after each meal.,I feel a burning sensation in my guts about two hours after each meal.,0.0714,0.0441
1249120_15830408_74646148.wav,I have a hard muscle pain since i went to the gym,I have a hard muscle pain since I went to the gym.,0.1667,0.0408
1249120_15830408_74933291.wav,I feel very hard to breathe,I feel very hard to breathe.,0.1667,0.037
1249120_15830408_79309819.wav,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?",I feel dizzy when I sit in front of my laptop for an hour or two. What possibly could be the reason.,0.2857,0.05
1249120_15830408_80479236.wav,when i raise my hand i feel pain in my shoulder.,"When I raise my hand, I feel pain in my shoulder.",0.3636,0.0833
1249120_15830408_80692501.wav,I feel weak all over.,I feel weak all over.,0.0,0.0
1249120_15830408_84643418.wav,I feel a great pain in my shoulder when i try to lift something heavy,I feel a great pain in my shoulder when I try to lift something heavy.,0.1333,0.029
